,PMCID,Journal Title,Year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,OSF_exploratory
0,PMC1326223,PLoS Comput Biol,2006,0,0,0,0,0,0,0,0
1,PMC1331982,PLoS Comput Biol,2006,0,0,1,0,0,0,0,0
2,PMC1356089,PLoS Comput Biol,2006,0,0,0,0,0,0,0,0
3,PMC1356091,PLoS Comput Biol,2006,0,0,1,0,0,0,0,0
4,PMC1359070,PLoS Comput Biol,2006,0,0,1,0,0,0,0,0
5,PMC1361357,PLoS Comput Biol,2006,0,0,0,0,0,0,0,0
6,PMC1364505,PLoS Comput Biol,2006,0,0,0,0,0,0,0,0
7,PMC1364506,PLoS Comput Biol,2006,0,0,1,0,0,0,0,0
8,PMC1378105,PLoS Comput Biol,2006,0,0,0,0,0,0,0,0
