,PMCID,Journal Title,Year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,OSF_exploratory
98,PMC3679525,eLife,2013,1,1,0,0,0,0,0,0
99,PMC3679526,eLife,2013,0,0,0,0,0,0,0,0
100,PMC3679528,eLife,2013,0,0,0,0,0,0,0,0
101,PMC3679537,eLife,2013,0,0,0,0,0,0,0,0
102,PMC3679542,eLife,2013,0,0,0,0,0,0,0,0
103,PMC3683703,eLife,2013,0,0,0,0,0,0,0,0
104,PMC3683802,eLife,2013,0,0,1,0,0,0,0,0
105,PMC3687335,eLife,2013,0,1,0,0,0,0,0,0
106,PMC3687337,eLife,2013,0,0,0,0,0,0,0,0
107,PMC3687341,eLife,2013,1,1,0,0,0,0,0,0
108,PMC3687364,eLife,2013,0,1,0,0,0,0,0,0
109,PMC3687373,eLife,2013,0,0,0,0,0,0,0,0
110,PMC3691570,eLife,2013,0,0,0,0,0,0,0,0
111,PMC3691571,eLife,2013,0,0,0,0,0,0,0,0
112,PMC3691572,eLife,2013,0,0,0,0,0,0,0,0
113,PMC3691573,eLife,2013,0,0,0,0,0,0,0,0
114,PMC3691575,eLife,2013,0,1,0,0,0,0,0,0
115,PMC3699816,eLife,2013,0,0,0,0,0,0,0,0
116,PMC3699833,eLife,2013,1,0,0,0,0,0,0,0
117,PMC3699834,eLife,2013,0,0,0,0,0,0,0,0
118,PMC3699835,eLife,2013,0,1,0,0,1,0,0,0
119,PMC3699836,eLife,2013,0,0,0,0,0,0,0,0
120,PMC3700227,eLife,2013,0,0,0,0,0,0,0,0
121,PMC3701909,eLife,2013,0,1,0,0,1,0,0,0
122,PMC3707056,eLife,2013,0,0,0,0,0,0,0,0
123,PMC3707060,eLife,2013,0,0,0,0,0,0,0,0
124,PMC3707080,eLife,2013,0,0,0,0,0,0,0,0
125,PMC3707081,eLife,2013,0,0,0,0,0,0,0,0
126,PMC3707082,eLife,2013,0,0,0,0,0,0,0,0
127,PMC3707182,eLife,2013,0,1,0,0,0,0,0,0
128,PMC3713452,eLife,2013,0,0,0,0,0,0,0,0
129,PMC3713454,eLife,2013,0,0,0,0,0,0,0,0
130,PMC3713455,eLife,2013,1,0,0,0,0,0,0,0
131,PMC3713456,eLife,2013,0,1,0,0,0,0,0,0
132,PMC3713517,eLife,2013,0,0,0,0,0,0,0,0
133,PMC3713518,eLife,2013,0,0,0,0,0,0,0,0
134,PMC3713520,eLife,2013,0,1,0,0,0,0,0,0
135,PMC3721234,eLife,2013,0,1,0,0,0,0,0,0
136,PMC3721235,eLife,2013,1,0,0,0,0,0,0,0
137,PMC3721248,eLife,2013,0,0,0,0,0,0,0,0
138,PMC3721249,eLife,2013,0,0,0,0,0,0,0,0
139,PMC3728620,eLife,2013,0,0,0,0,0,0,0,0
140,PMC3728621,eLife,2013,0,0,0,0,0,0,0,0
141,PMC3728622,eLife,2013,0,0,0,0,0,0,0,0
142,PMC3728624,eLife,2013,1,0,0,0,0,0,0,0
143,PMC3728920,eLife,2013,0,1,0,0,0,0,0,0
144,PMC3736529,eLife,2013,0,1,0,0,0,0,0,0
145,PMC3736543,eLife,2013,0,0,0,0,0,0,0,0
146,PMC3736544,eLife,2013,0,0,0,0,0,0,0,0
147,PMC3738095,eLife,2013,0,0,0,0,0,0,0,0
148,PMC3743132,eLife,2013,0,0,0,0,1,0,0,0
149,PMC3743133,eLife,2013,0,0,0,0,0,0,0,0
150,PMC3743134,eLife,2013,1,1,0,0,1,0,0,0
151,PMC3743401,eLife,2013,0,0,0,0,0,0,0,0
152,PMC3748710,eLife,2013,0,0,0,0,0,0,0,0
153,PMC3748711,eLife,2013,0,0,0,0,0,0,0,0
154,PMC3755340,eLife,2013,0,0,0,0,0,0,0,0
155,PMC3755341,eLife,2013,0,1,0,0,0,0,0,0
156,PMC3755342,eLife,2013,1,0,0,0,0,0,0,0
157,PMC3755343,eLife,2013,0,0,0,0,0,0,0,0
158,PMC3762186,eLife,2013,0,1,0,0,0,0,0,0
159,PMC3762189,eLife,2013,0,1,0,0,1,0,0,0
160,PMC3762212,eLife,2013,0,1,0,0,0,0,0,0
161,PMC3762332,eLife,2013,0,0,0,0,0,0,0,0
162,PMC3762337,eLife,2013,0,0,0,0,0,0,0,0
163,PMC3762362,eLife,2013,0,1,0,0,0,0,0,0
164,PMC3762363,eLife,2013,0,1,0,0,0,0,0,0
165,PMC3771563,eLife,2013,0,1,0,0,1,0,0,0
166,PMC3771564,eLife,2013,1,0,0,0,1,0,0,0
167,PMC3771573,eLife,2013,0,0,0,0,0,0,0,0
168,PMC3771576,eLife,2013,1,1,0,0,0,0,0,0
169,PMC3776555,eLife,2013,0,0,0,0,0,0,0,0
170,PMC3776556,eLife,2013,0,1,0,0,1,0,0,0
171,PMC3776557,eLife,2013,0,0,0,0,0,0,0,0
172,PMC3778436,eLife,2013,0,0,0,0,0,0,0,0
173,PMC3778437,eLife,2013,0,1,0,0,0,0,0,0
174,PMC3778554,eLife,2013,0,0,0,0,0,0,0,0
175,PMC3779319,eLife,2013,0,0,0,0,0,0,0,0
176,PMC3779320,eLife,2013,0,1,0,0,0,0,0,0
177,PMC3780543,eLife,2013,0,0,0,0,0,0,0,0
178,PMC3780650,eLife,2013,1,1,0,0,0,0,0,0
179,PMC3786385,eLife,2013,1,0,0,0,0,0,0,0
180,PMC3787295,eLife,2013,0,0,0,0,0,0,0,0
181,PMC3787301,eLife,2013,0,0,0,0,0,0,0,0
182,PMC3787389,eLife,2013,0,0,0,0,0,0,0,0
183,PMC3787390,eLife,2013,0,1,0,0,0,0,0,0
184,PMC3787391,eLife,2013,0,0,0,0,0,0,0,0
185,PMC3787542,eLife,2013,1,1,0,0,0,0,0,0
186,PMC3789364,eLife,2013,0,0,0,0,0,0,0,0
187,PMC3790497,eLife,2013,0,1,0,0,0,0,0,0
188,PMC3791464,eLife,2013,0,0,0,0,1,0,0,0
189,PMC3791467,eLife,2013,1,1,0,0,0,0,0,0
190,PMC3793227,eLife,2013,1,1,0,0,0,0,0,0
191,PMC3796314,eLife,2013,0,1,0,0,0,0,0,0
192,PMC3796315,eLife,2013,0,0,0,0,0,0,0,0
193,PMC3796317,eLife,2013,0,1,0,0,0,0,0,0
194,PMC3798977,eLife,2013,0,0,0,0,0,0,0,0
195,PMC3798978,eLife,2013,0,0,0,0,0,0,0,0
196,PMC3804062,eLife,2013,0,0,0,0,0,0,0,0
197,PMC3807812,eLife,2013,0,0,0,0,0,0,0,0
198,PMC3808542,eLife,2013,1,1,0,0,1,0,0,0
199,PMC3809393,eLife,2013,0,0,0,0,0,0,0,0
200,PMC3809587,eLife,2013,0,0,0,0,0,0,0,0
201,PMC3810783,eLife,2013,1,1,0,0,0,0,0,0
202,PMC3810784,eLife,2013,1,0,0,0,0,0,0,0
203,PMC3814000,eLife,2013,0,0,0,0,0,0,0,0
204,PMC3814001,eLife,2013,0,0,0,0,0,0,0,0
205,PMC3814616,eLife,2013,0,0,0,0,0,0,0,0
206,PMC3816256,eLife,2013,0,0,0,0,0,0,0,0
207,PMC3816614,eLife,2013,1,0,0,0,1,0,0,0
208,PMC3817382,eLife,2013,0,0,0,0,0,0,0,0
209,PMC3820971,eLife,2013,0,0,0,0,0,0,0,0
210,PMC3821175,eLife,2013,0,0,0,0,0,0,0,0
211,PMC3821526,eLife,2013,0,0,0,0,0,0,0,0
212,PMC3823186,eLife,2013,0,0,0,0,0,0,0,0
213,PMC3823188,eLife,2013,0,1,0,0,0,0,0,0
214,PMC3826580,eLife,2013,0,0,0,0,0,0,0,0
215,PMC3828597,eLife,2013,0,0,0,0,0,0,0,0
216,PMC3831942,eLife,2013,1,0,0,0,1,0,0,0
217,PMC3833342,eLife,2013,1,1,0,0,0,0,0,0
218,PMC3833424,eLife,2013,1,0,0,0,0,0,0,0
219,PMC3838634,eLife,2013,0,0,0,0,0,0,0,0
220,PMC3839538,eLife,2013,0,0,0,0,0,0,0,0
221,PMC3839539,eLife,2013,0,0,0,0,0,0,0,0
222,PMC3840788,eLife,2013,0,0,0,0,0,0,0,0
223,PMC3840789,eLife,2013,1,1,0,0,1,0,0,0
224,PMC3843111,eLife,2013,0,1,0,0,0,0,0,0
225,PMC3843118,eLife,2013,0,0,0,0,0,0,0,0
226,PMC3843810,eLife,2013,0,0,0,0,0,0,0,0
227,PMC3844708,eLife,2013,0,1,0,0,0,0,0,0
228,PMC3845328,eLife,2013,0,1,0,0,0,0,0,0
229,PMC3851680,eLife,2013,0,1,0,0,0,0,0,0
230,PMC3851837,eLife,2013,0,1,0,0,0,0,0,0
231,PMC3852034,eLife,2013,0,0,0,0,0,0,0,0
232,PMC3857490,eLife,2013,1,1,0,0,0,0,0,0
233,PMC3857549,eLife,2013,0,0,0,0,0,0,0,0
234,PMC3857714,eLife,2013,0,1,0,0,0,0,0,0
235,PMC3858598,eLife,2013,0,0,0,0,0,0,0,0
236,PMC3861689,eLife,2013,0,1,0,0,0,0,0,0
237,PMC3862929,eLife,2013,0,0,0,0,0,0,0,0
238,PMC3863775,eLife,2013,0,0,1,0,0,0,0,0
239,PMC3865686,eLife,2013,0,0,0,0,0,0,0,0
240,PMC3865688,eLife,2013,0,0,0,0,0,0,0,0
241,PMC3865743,eLife,2013,0,0,0,0,0,0,0,0
242,PMC3865744,eLife,2013,0,0,0,0,0,0,0,0
